16	8	32	52	128	16	0	6179.67663960404	6180.29440000000
4	4	48	40	256	16	1	72977.2533231796	72984.5502800000
4	40	48	32	256	48	1	10702.9644209301	10704.0345600000
16	16	16	32	32	48	0	4126.08083191681	4126.49344000000
16	16	8	48	256	48	1	4014.45931129227	4014.70976000000
4	24	16	32	32	16	1	9337.44705529447	9338.38080000000
4	32	64	32	32	16	0	9447.37142285772	9448.31616000000
64	4	16	40	256	48	1	5522.70631805237	5523.05024000000
8	32	48	40	128	48	0	6249.37442255775	6249.99936000000
32	4	64	64	32	48	1	4748.23685631437	4748.71168000000
32	16	48	32	128	48	0	4778.36888311169	4778.84672000000
4	96	48	40	32	48	1	7145.41153884612	7146.12608000000
4	80	32	32	32	48	1	8037.18796120388	8037.99168000000
8	8	4	64	256	16	0	10081.4523560061	10082.4601600000
8	16	8	32	128	48	0	5158.85713729797	5159.37280000000
4	8	32	40	256	16	0	26160.1266987777	26162.7406400000
4	32	8	48	256	48	0	9833.06981301873	9834.05312000000
8	16	8	48	32	16	1	6735.01184126724	6735.68512000000
8	8	8	64	256	48	1	5751.77572884521	5752.35072000000
4	8	16	64	256	48	1	10853.7511048895	10854.8364800000
4	20	4	48	256	48	0	14759.2728728453	14760.7488000000
16	4	64	40	32	16	0	8037.18810951709	8037.99168000000
4	24	32	52	256	48	1	11917.8136586821	11919.0054400000
8	20	16	64	128	16	1	7041.21626817984	7041.65504000000
16	4	16	40	256	16	0	11101.3730626937	11102.4832000000
4	32	16	52	32	48	0	6349.52590547995	6350.16064000000
4	4	16	52	256	48	1	18786.5212898371	18788.3995600000
64	8	48	52	32	48	0	4759.29644401730	4759.77216000000
4	4	16	48	32	16	1	18279.4346875275	18281.2624000000
16	32	64	40	32	48	0	8037.25900034170	8037.99168000000
4	8	4	40	128	48	1	7146.97834681524	7147.69280000000
8	40	16	52	256	48	0	6427.36379491592	6428.00640000000
64	8	32	32	32	48	0	8037.18808866706	8037.99168000000
4	32	32	32	128	48	0	8005.91570198909	8006.71616000000
64	4	4	64	32	48	1	5368.76616338366	5369.30304000000
8	20	48	32	32	16	1	7863.04885608812	7863.83488000000
32	4	48	40	128	48	0	6114.65765423458	6115.26912000000
16	8	16	32	32	16	1	6250.99817456366	6251.38688000000
4	24	32	52	32	48	1	6313.43222866394	6314.06336000000
8	8	4	64	32	48	0	4769.13972602742	4769.61664000000
32	8	32	48	32	48	0	4656.83879241860	4657.30432000000
4	64	16	40	128	48	1	7752.02095790421	7752.79616000000
64	4	16	64	32	48	1	5519.76034396561	5520.31232000000
4	20	64	64	32	48	1	8281.42465757417	8282.25280000000
8	20	48	52	128	48	1	6061.66220756916	6062.26816000000
8	40	32	52	32	48	0	8037.18810538149	8037.99168000000
16	20	4	48	32	48	0	4934.97402267249	4935.46752000000
16	32	4	64	32	48	0	4411.24670337251	4411.68768000000
4	8	48	32	128	48	1	8329.48149187056	8330.31424000000
4	32	4	64	32	48	0	5658.73669506940	5659.30240000000
8	16	8	64	128	16	0	6738.50566953003	6739.17952000000
64	4	32	32	32	48	1	6266.78212529289	6267.40864000000
4	20	64	48	128	16	1	15394.5276188734	15396.0665600000
16	32	16	40	256	48	0	8037.18796120388	8037.99168000000
8	16	48	52	32	48	1	5660.15102172535	5660.49280000000
8	4	16	48	128	16	0	8037.18861376821	8037.99168000000
4	40	64	32	256	48	1	10963.5830914081	10964.2675200000
16	8	48	48	256	16	1	6568.33838704679	6568.99456000000
32	4	8	40	256	48	1	5259.64060803499	5260.16640000000
8	16	32	64	32	16	1	7354.69134135377	7355.42656000000
32	16	48	52	256	48	1	4781.35608882649	4781.65376000000
4	64	64	48	32	48	1	9706.51222877712	9707.48288000000
16	16	16	52	32	48	1	4138.38310057402	4138.79680000000
32	8	64	32	32	48	0	5203.44253574643	5203.96288000000
16	4	48	64	256	16	1	13119.9270472953	13121.2390400000
8	4	4	40	256	48	0	7210.34599616126	7211.06688000000
16	20	32	48	128	48	1	8037.18796123801	8037.99168000000
4	24	48	48	128	16	0	8037.18796129184	8037.99168000000
8	24	48	64	128	16	0	6907.29386769972	6907.72224000000
8	64	4	48	128	48	0	5486.88043195681	5487.42912000000
8	64	64	48	128	48	0	7920.61977810372	7921.41184000000
32	16	16	40	128	48	1	4877.95572442756	4878.44352000000
16	20	32	40	256	48	0	8037.18812941926	8037.99168000000
16	8	32	40	256	16	0	8037.31270011153	8037.99168000000
64	8	4	64	128	48	1	4250.71109240453	4251.13600000000
32	4	32	32	128	48	0	5950.12626737326	5950.72128000000
8	40	16	64	256	48	0	8037.18815917917	8037.99168000000
32	16	4	40	128	48	1	4274.97474252575	4275.40224000000
4	4	16	40	128	48	0	8037.18807610373	8037.99168000000
8	40	64	48	128	48	1	8831.81825817419	8832.70144000000
16	8	32	52	32	16	1	6184.04975502450	6184.66816000000
4	24	64	32	32	16	0	9893.22788555768	9894.21696000000
4	4	64	40	128	16	1	34424.1113354790	34427.5534800000
4	20	48	32	128	48	1	9034.55408074960	9035.45728000000
4	20	4	32	256	48	0	14764.3696278850	14765.8457600000
8	80	4	52	32	48	0	8037.18796140665	8037.99168000000
16	20	8	64	128	48	1	5036.75200479952	5037.25568000000
16	4	4	32	256	16	1	10964.6225777422	10965.7190400000
8	16	8	48	128	48	1	5163.65404752599	5164.17024000000
32	8	32	52	32	48	0	4660.73472269484	4661.20064000000
32	4	64	52	128	48	0	8037.18820372101	8037.99168000000
8	20	64	40	256	48	1	9032.64340273227	9033.54624000000
4	40	48	64	128	48	1	7842.72292770723	7843.50720000000
8	4	32	64	128	16	1	12411.9545515104	12413.1955200000
4	8	8	40	32	48	0	8037.18812472431	8037.99168000000
4	24	8	64	128	48	1	8037.35277281169	8037.99168000000
8	20	8	64	32	48	1	5223.64798018254	5224.17024000000
16	32	32	32	32	48	0	6141.85621437856	6142.47040000000
16	4	48	64	32	16	1	13112.4097657931	13113.7126400000
16	8	8	48	256	48	0	4165.22187784602	4165.63840000000
32	4	8	64	32	48	0	4383.93936957626	4384.37760000000
64	4	48	52	32	48	0	6370.76127591134	6370.99776000000
16	20	4	48	128	48	0	4942.53430478907	4943.02848000000
8	32	64	32	256	48	0	9043.73475291036	9044.63872000000
4	16	64	40	128	16	1	15255.4395760424	15256.9651200000
4	24	8	48	32	16	0	9210.74082009592	9211.31648000000
16	20	64	52	128	48	1	6344.51389157613	6345.14816000000
16	8	32	48	128	16	0	6180.64422281325	6181.26208000000
8	8	4	64	256	48	1	5558.97378047522	5559.31904000000
8	16	4	48	32	16	1	6628.77885145186	6629.44128000000
8	8	64	64	128	16	0	7749.59380111744	7750.08000000000
16	20	16	40	128	48	0	5195.93622468954	5196.45568000000
16	8	32	52	256	16	1	8037.31282411869	8037.99168000000
8	4	48	32	256	48	0	8037.18809309384	8037.99168000000
4	8	16	52	256	16	0	25510.7624701214	25513.3132000000
4	24	8	48	128	48	0	6594.69576180037	6595.10784000000
16	24	48	64	256	48	0	8037.18796120388	8037.99168000000
4	16	4	48	128	48	1	8037.18823080744	8037.99168000000
8	8	32	48	32	48	1	5661.98100206855	5662.54720000000
8	32	8	32	32	48	1	8037.22682367359	8037.99168000000
4	40	16	48	32	48	0	8037.18822701957	8037.99168000000
4	32	8	52	128	48	1	7063.65074995958	7064.09216000000
8	16	48	52	32	48	0	5770.03029612881	5770.40000000000
8	24	4	32	128	16	1	8037.18796136166	8037.99168000000
16	4	48	64	32	16	0	8037.97824906468	8037.99168000000
4	8	32	40	128	48	0	8430.47215278472	8431.31520000000
4	20	8	32	256	48	1	14981.1201769930	14982.6176000000
8	4	16	32	32	16	1	11941.7455457416	11942.4896000000
16	4	64	48	32	16	1	11627.2327967203	11628.3955200000
32	16	48	48	32	48	1	4780.68417158284	4781.16224000000
64	4	8	48	256	48	0	5557.35005525123	5557.69600000000
16	40	64	40	128	48	0	8037.18796120388	8037.99168000000
4	24	32	48	128	48	0	7087.64963074995	7088.08832000000
4	8	64	48	32	48	1	7815.72300233160	7816.50432000000
32	4	16	48	128	48	1	5257.47758787510	5258.00320000000
64	8	8	52	256	48	0	4304.14715199599	4304.57728000000
16	20	4	64	256	48	1	5027.56915499609	5028.07168000000
8	64	16	52	128	48	0	8037.32154145434	8037.99168000000
8	24	4	32	256	48	0	8037.18796144909	8037.99168000000
8	8	64	32	256	16	1	11371.5578842116	11372.6950400000
8	24	8	64	256	48	0	6479.76433272236	6480.41216000000
4	24	64	52	32	16	1	9879.75298369286	9880.36736000000
8	8	64	52	256	16	1	11321.8297370265	11322.9619200000
8	16	48	48	128	48	1	5656.93468020737	5657.50016000000
32	4	48	64	128	48	0	6113.66712207049	6114.27840000000
16	32	16	48	128	48	0	4985.32034796520	4985.81888000000
8	40	4	48	256	48	0	5664.69836961486	5665.26464000000
4	20	32	64	128	48	0	8037.18832377640	8037.99168000000
8	8	8	52	128	16	0	6217.37266628943	6217.99424000000
4	8	16	48	32	16	0	11352.6417477070	11353.7766400000
4	8	16	64	256	16	1	25506.3146485352	25508.8652800000
4	16	64	64	256	48	1	11203.4031796820	11204.5235200000
8	8	64	40	256	16	0	11407.2851589048	11408.4249600000
