16.0	8.0	4.0	48.0	32.0	48.0	0.0	3711.363840	952.391842	913.837592
16.0	8.0	4.0	52.0	32.0	48.0	0.0	3715.655680	-129.131858	955.295415
16.0	8.0	4.0	40.0	32.0	48.0	1.0	3718.248960	565.495055	1025.133404
16.0	8.0	4.0	64.0	32.0	48.0	1.0	3745.413120	-176.477729	943.446873
16.0	8.0	4.0	48.0	32.0	48.0	1.0	3747.047680	488.354355	933.127619
16.0	8.0	4.0	32.0	32.0	48.0	1.0	3755.471360	-680.780422	856.583698
16.0	8.0	4.0	32.0	32.0	48.0	0.0	3760.247040	-216.742936	837.293671
32.0	8.0	4.0	52.0	32.0	48.0	1.0	3764.066560	-959.631333	584.704806
32.0	8.0	4.0	40.0	32.0	48.0	1.0	3764.619520	199.033066	635.252768
32.0	8.0	4.0	52.0	128.0	48.0	1.0	3766.579200	-268.368816	1692.162868
32.0	8.0	4.0	40.0	32.0	48.0	0.0	3768.048640	663.070553	615.962741
32.0	8.0	4.0	64.0	128.0	48.0	1.0	3768.499200	148.322800	1661.024300
32.0	8.0	4.0	40.0	128.0	48.0	0.0	3770.150400	1354.333070	1723.420803
32.0	8.0	4.0	32.0	128.0	48.0	0.0	3770.604800	108.057593	1554.871098
32.0	8.0	4.0	48.0	128.0	48.0	1.0	3771.173120	813.154883	1650.705046
32.0	8.0	4.0	52.0	32.0	48.0	0.0	3773.224960	-495.593846	565.414779
32.0	8.0	4.0	32.0	128.0	48.0	1.0	3774.424320	-355.979894	1574.161125
32.0	8.0	4.0	64.0	128.0	48.0	0.0	3776.707840	612.360286	1641.734273
32.0	8.0	4.0	52.0	128.0	48.0	0.0	3777.839360	195.668671	1672.872841
32.0	8.0	4.0	32.0	32.0	48.0	0.0	3778.645760	-583.204924	447.413036
32.0	8.0	4.0	32.0	32.0	48.0	1.0	3780.837120	-1047.242411	466.703063
32.0	8.0	4.0	40.0	128.0	48.0	1.0	3780.935680	890.295583	1742.710831
16.0	8.0	8.0	64.0	32.0	48.0	1.0	3795.714560	-71.079020	1209.277288
16.0	8.0	8.0	40.0	32.0	48.0	1.0	3803.418880	670.893764	1290.963819
16.0	8.0	8.0	48.0	32.0	48.0	1.0	3806.195200	593.753064	1198.958034
16.0	8.0	8.0	52.0	32.0	48.0	1.0	3806.702080	-487.770635	1240.415857
16.0	8.0	8.0	52.0	32.0	48.0	0.0	3810.407680	-23.733149	1221.125829
16.0	8.0	8.0	40.0	32.0	48.0	0.0	3812.071680	1134.931250	1271.673792
16.0	8.0	8.0	32.0	32.0	48.0	0.0	3812.445440	-111.344227	1103.124086
16.0	8.0	8.0	32.0	32.0	48.0	1.0	3814.184960	-575.381713	1122.414113
16.0	16.0	4.0	64.0	32.0	48.0	1.0	3832.272640	-337.797274	769.255469
16.0	16.0	4.0	48.0	128.0	48.0	1.0	3843.299840	1018.297326	1866.394277
16.0	16.0	4.0	40.0	128.0	48.0	0.0	3848.949760	1559.475512	1939.110035
16.0	16.0	4.0	40.0	32.0	48.0	0.0	3850.394880	868.212996	831.651973
16.0	16.0	4.0	32.0	32.0	48.0	0.0	3851.107840	-378.062482	663.102267
16.0	8.0	8.0	64.0	32.0	48.0	0.0	3851.251200	392.958467	1189.987261
16.0	16.0	4.0	40.0	128.0	48.0	1.0	3851.712000	1095.438026	1958.400062
16.0	16.0	4.0	48.0	32.0	48.0	1.0	3852.632320	327.034809	758.936215
16.0	16.0	4.0	52.0	128.0	48.0	1.0	3855.394560	-63.226373	1907.852100
16.0	16.0	4.0	52.0	256.0	48.0	0.0	3855.819520	4700.694767	5233.565126
16.0	16.0	4.0	52.0	256.0	48.0	1.0	3857.521920	4236.657280	5252.855153
