32	4	8	24	256	48	1	332.418425723036	332.439040000000
16	8	64	32	128	48	1	506.799896481615	506.850560000000
32	8	4	20	128	16	0	308.355724427559	308.386560000000
128	4	16	20	256	16	0	502.814358564144	502.864640000000
64	8	4	24	128	16	0	332.302147680322	332.335360000000
32	32	4	20	256	48	0	339.998007109382	340.032000000000
128	4	64	28	256	16	1	793.793276833260	793.872640000000
16	32	64	24	128	48	1	651.050414958504	651.115520000000
4	128	16	24	256	48	1	876.895350469178	876.983040000000
4	64	8	24	32	48	1	582.152372891244	582.210560000000
16	8	8	28	128	16	0	310.175826941934	310.195200000000
32	32	32	32	32	16	0	492.127427257274	492.176640000000
8	8	16	16	32	16	1	408.894790530549	408.935680000000
16	8	16	16	128	16	0	341.190840915909	341.224960000000
16	8	8	16	32	48	0	302.573262676930	302.603520000000
64	4	16	24	128	16	1	413.893978697584	413.935360000000
16	64	32	24	32	48	1	560.373448267403	560.408320000000
16	64	4	24	32	16	0	357.312108794074	357.347840000000
64	8	4	28	32	16	0	332.157522203158	332.190720000000
8	16	8	24	256	16	1	509.574652822931	509.625600000000
32	32	16	32	256	48	0	568.342525747425	568.399360000000
32	4	4	24	256	48	1	309.204471436443	309.223680000000
64	16	4	28	32	16	0	312.784081591841	312.815360000000
4	16	32	24	32	16	0	614.127387264482	614.188800000000
8	16	16	20	32	16	1	414.742534217362	414.784000000000
16	8	16	20	128	48	1	362.137226277372	362.173440000000
4	4	32	20	32	16	1	1445.41579318504	1445.56032000000
4	8	32	32	256	48	0	920.143512292715	920.200960000000
8	32	64	16	128	16	1	732.614123106351	732.687360000000
32	4	64	28	128	16	0	523.108630451501	523.141120000000
16	16	4	28	128	48	0	293.883782386617	293.902080000000
4	8	16	16	256	16	0	1206.25950764494	1206.33472000000
4	64	8	20	128	48	1	634.392923448174	634.432000000000
64	8	8	24	128	48	0	335.894737786643	335.928320000000
16	8	8	24	32	16	1	291.716108391055	291.745280000000
4	32	64	24	128	16	0	816.964078528661	817.045760000000
32	8	64	16	256	48	0	588.693770622938	588.752640000000
8	4	4	24	256	48	1	607.401693432445	607.462400000000
64	4	16	32	128	16	0	413.979722027797	414.021120000000
4	64	16	28	256	48	1	764.724834885759	764.801280000000
16	32	32	16	32	48	1	541.412738726128	541.466880000000
4	64	32	20	128	48	0	789.737370617348	789.816320000000
16	16	64	28	256	16	1	534.217309129581	534.270720000000
8	16	16	28	32	48	0	480.264314008722	480.312320000000
32	16	16	24	128	48	0	421.596240375963	421.638400000000
16	32	64	20	256	48	1	651.255194480552	651.320320000000
4	8	32	32	32	48	0	826.545185492031	826.627840000000
64	4	8	16	256	16	0	578.806812830944	578.842880000000
16	64	8	28	256	48	0	463.599080091991	463.645440000000
4	16	16	20	128	48	1	655.945925407459	656.011520000000
64	4	32	28	128	16	0	526.472108922386	526.504960000000
32	32	64	28	32	48	1	1011.37278272173	1011.47392000000
4	32	8	20	256	48	1	640.518348172178	640.582400000000
32	32	64	24	256	48	1	1008.63108464359	1008.69376000000
8	16	64	20	32	48	0	634.632216778322	634.695680000000
32	4	16	16	256	16	0	566.694057646178	566.750720000000
8	4	16	16	256	16	0	863.830494651446	863.916800000000
16	32	16	20	32	48	0	440.822486703796	440.866560000000
32	32	64	20	32	48	1	1014.15906409359	1014.26048000000
16	16	64	24	128	48	0	607.547565243476	607.608320000000
16	32	16	28	32	48	0	439.916337310120	439.960320000000
4	16	4	16	256	48	0	595.091850821596	595.151360000000
16	32	32	32	32	16	0	499.900089991001	499.950080000000
32	32	4	28	256	48	0	340.984788470029	341.018880000000
8	8	8	24	32	16	0	367.074984292610	367.111680000000
4	128	16	28	32	48	1	654.146438659644	654.211840000000
128	4	32	16	32	16	1	596.708329167083	596.768000000000
64	4	32	32	128	16	0	526.438253829865	526.490880000000
128	4	32	32	128	48	0	553.520359136231	553.575680000000
128	4	8	32	32	16	0	504.822477752225	504.872960000000
16	16	16	24	256	48	0	371.276799991495	371.313920000000
16	8	64	32	256	16	1	440.160793987614	440.204800000000
8	64	16	28	128	16	1	607.692202265685	607.752960000000
4	32	16	32	32	48	1	617.840313273876	617.902080000000
8	16	8	16	32	16	1	367.124916089030	367.161600000000
32	32	4	28	128	48	1	339.870013003603	339.904000000000
32	16	64	28	256	16	1	531.085451454855	531.138560000000
4	16	16	20	128	16	1	647.811080645447	647.875840000000
32	32	8	20	128	48	1	435.434223523409	435.477760000000
8	32	4	28	256	48	1	393.103738275682	393.143040000000
8	16	16	32	128	48	1	502.863015629865	502.913280000000
4	16	4	32	256	16	1	1169.74808091742	1169.86496000000
16	8	4	16	256	16	0	298.294650534947	298.324480000000
8	16	32	24	256	48	0	527.122984674948	527.175680000000
64	16	8	20	32	16	0	405.908849115089	405.949440000000
128	4	4	24	256	16	0	490.736233285404	490.785280000000
32	4	4	20	256	16	0	533.401605969767	533.434880000000
128	8	64	28	128	48	1	616.789521047895	616.851200000000
4	8	4	28	256	16	1	1139.95008208530	1140.06400000000
256	4	32	20	256	48	0	823.299457678360	823.381760000000
8	16	4	16	256	16	1	506.687251288010	506.737920000000
