32.0	8.0	4.0	32.0	32.0	16.0	0.0	275.303680	220.062183	220.062183	530.990272	530.990272
32.0	8.0	4.0	20.0	32.0	16.0	1.0	275.308800	217.711330	217.711330	530.981438	530.981438
32.0	8.0	4.0	28.0	32.0	16.0	1.0	275.581440	225.452120	225.452120	531.050292	531.050292
32.0	8.0	4.0	16.0	32.0	16.0	0.0	275.916800	258.895201	258.895201	531.069036	531.069036
32.0	8.0	4.0	20.0	32.0	16.0	0.0	275.921920	236.294469	236.294469	530.966379	530.966379
32.0	8.0	4.0	16.0	32.0	16.0	1.0	275.955200	240.312062	240.312062	531.070429	531.070429
16.0	8.0	4.0	20.0	32.0	16.0	0.0	276.970240	221.901876	221.901876	529.003637	529.003637
32.0	8.0	4.0	28.0	32.0	16.0	0.0	276.971520	244.035259	244.035259	531.048772	531.048772
16.0	8.0	4.0	32.0	32.0	16.0	1.0	276.988160	187.086451	187.086451	530.202070	530.202070
32.0	8.0	4.0	24.0	32.0	16.0	0.0	277.104640	237.011720	237.011720	530.955942	530.955942
16.0	8.0	4.0	32.0	32.0	16.0	0.0	277.122560	205.669590	205.669590	530.070296	530.070296
16.0	8.0	4.0	24.0	32.0	16.0	1.0	277.123840	204.035988	204.035988	529.901420	529.901420
32.0	8.0	4.0	24.0	32.0	16.0	1.0	277.137920	218.428581	218.428581	530.972388	530.972388
16.0	8.0	4.0	28.0	32.0	16.0	1.0	277.185280	211.059527	211.059527	530.890522	530.890522
16.0	8.0	4.0	16.0	32.0	16.0	0.0	277.231360	244.502608	244.502608	530.792270	530.792270
16.0	8.0	4.0	16.0	32.0	16.0	1.0	277.244160	225.919469	225.919469	530.777381	530.777381
32.0	8.0	4.0	32.0	32.0	16.0	1.0	277.282560	201.479044	201.479044	530.976875	530.976875
16.0	8.0	4.0	20.0	32.0	16.0	1.0	277.363200	203.318737	203.318737	529.001012	529.001012
16.0	8.0	4.0	28.0	32.0	16.0	0.0	277.560320	229.642666	229.642666	530.864809	530.864809
16.0	8.0	4.0	24.0	32.0	16.0	0.0	277.707520	222.619127	222.619127	529.781824	529.781824
16.0	16.0	4.0	20.0	32.0	16.0	0.0	278.999040	209.031795	209.031795	530.977567	530.977567
16.0	16.0	4.0	28.0	32.0	16.0	1.0	279.196160	198.189445	198.189445	530.889605	530.889605
16.0	16.0	4.0	28.0	32.0	16.0	0.0	279.508480	216.772584	216.772584	530.889601	530.889601
16.0	16.0	4.0	24.0	32.0	16.0	1.0	279.591680	191.165906	191.165906	531.059972	531.059972
32.0	16.0	4.0	32.0	32.0	16.0	1.0	280.618240	188.608963	188.608963	531.079395	531.079395
32.0	16.0	4.0	24.0	32.0	16.0	1.0	280.674560	205.558499	205.558499	530.212528	530.212528
16.0	16.0	4.0	20.0	32.0	16.0	1.0	280.833280	190.448656	190.448656	530.991104	530.991104
