32.0	8.0	4.0	32.0	32.0	16.0	0.0	275.303680	271.011709	292.991454	287.419520	286.194761
32.0	8.0	4.0	20.0	32.0	16.0	1.0	275.308800	296.547863	291.838232	287.326592	283.047973
32.0	8.0	4.0	28.0	32.0	16.0	1.0	275.581440	285.509732	290.808479	287.478016	284.714971
32.0	8.0	4.0	16.0	32.0	16.0	0.0	275.916800	296.547863	285.804083	287.326592	282.829495
32.0	8.0	4.0	20.0	32.0	16.0	0.0	275.921920	296.547863	293.620616	287.326592	283.293422
32.0	8.0	4.0	16.0	32.0	16.0	1.0	275.955200	296.547863	284.021699	287.326592	282.586021
16.0	8.0	4.0	20.0	32.0	16.0	0.0	276.970240	278.649272	265.352918	277.309312	281.956736
32.0	8.0	4.0	28.0	32.0	16.0	0.0	276.971520	285.509732	291.086046	287.478016	285.358994
16.0	8.0	4.0	32.0	32.0	16.0	1.0	276.988160	271.011709	266.207739	277.404672	283.210917
32.0	8.0	4.0	24.0	32.0	16.0	0.0	277.104640	285.509732	292.379743	287.506688	284.542336
16.0	8.0	4.0	32.0	32.0	16.0	0.0	277.122560	271.011709	266.485306	277.365376	284.291328
16.0	8.0	4.0	24.0	32.0	16.0	1.0	277.123840	285.509732	265.057620	277.569792	282.037285
32.0	8.0	4.0	24.0	32.0	16.0	1.0	277.137920	285.509732	292.102175	287.506688	283.902226
16.0	8.0	4.0	28.0	32.0	16.0	1.0	277.185280	285.509732	263.763923	277.545728	282.343424
16.0	8.0	4.0	16.0	32.0	16.0	0.0	277.231360	278.649272	257.536385	277.309312	281.961381
16.0	8.0	4.0	16.0	32.0	16.0	1.0	277.244160	278.649272	255.754001	277.314176	281.474615
32.0	8.0	4.0	32.0	32.0	16.0	1.0	277.282560	271.011709	292.713887	287.419520	285.263177
16.0	8.0	4.0	20.0	32.0	16.0	1.0	277.363200	278.649272	263.570534	277.314176	281.469970
16.0	8.0	4.0	28.0	32.0	16.0	0.0	277.560320	285.509732	264.041490	277.540864	283.136274
16.0	8.0	4.0	24.0	32.0	16.0	0.0	277.707520	285.509732	265.335187	277.564928	282.687214
16.0	16.0	4.0	20.0	32.0	16.0	0.0	278.999040	255.075377	264.186828	282.170112	289.254016
16.0	16.0	4.0	28.0	32.0	16.0	1.0	279.196160	261.935836	264.484609	282.212224	291.135909
16.0	16.0	4.0	28.0	32.0	16.0	0.0	279.508480	261.935836	267.613879	282.172928	292.116809
16.0	16.0	4.0	24.0	32.0	16.0	1.0	279.591680	261.935836	265.594434	282.212224	290.562085
32.0	16.0	4.0	32.0	32.0	16.0	1.0	280.618240	247.437814	303.824962	289.232512	294.358327
32.0	16.0	4.0	24.0	32.0	16.0	1.0	280.674560	261.935836	304.324897	289.038464	294.454528
16.0	16.0	4.0	20.0	32.0	16.0	1.0	280.833280	255.075377	259.552742	282.209408	289.413778
16.0	16.0	4.0	16.0	32.0	16.0	0.0	280.862720	255.075377	256.370295	280.885632	288.724919
32.0	16.0	4.0	24.0	32.0	16.0	0.0	280.943360	261.935836	307.454167	289.038464	294.432622
32.0	16.0	4.0	28.0	32.0	16.0	1.0	280.956160	261.935836	303.215072	289.073280	295.399461
32.0	16.0	4.0	16.0	32.0	16.0	0.0	280.961280	272.973968	297.657699	286.924672	292.013001
32.0	16.0	4.0	20.0	32.0	16.0	1.0	281.319680	272.973968	300.840146	289.045632	292.935314
16.0	16.0	4.0	32.0	32.0	16.0	0.0	281.423360	247.437814	268.762177	282.277760	291.954249
32.0	16.0	4.0	16.0	32.0	16.0	1.0	281.447680	272.973968	293.023613	286.924672	292.479744
16.0	8.0	4.0	20.0	32.0	48.0	1.0	281.474560	295.831758	278.619030	284.135680	284.571191
16.0	16.0	4.0	32.0	32.0	16.0	1.0	281.584640	247.437814	265.632907	282.317056	289.941157
16.0	16.0	4.0	16.0	32.0	16.0	1.0	281.649920	255.075377	251.736209	280.924928	288.896347
16.0	8.0	4.0	16.0	256.0	48.0	1.0	281.757440	272.995926	265.835943	281.872000	285.904713
32.0	16.0	4.0	28.0	32.0	16.0	0.0	281.790720	261.935836	306.344342	289.073280	294.888978
32.0	16.0	4.0	32.0	32.0	16.0	0.0	281.949440	247.437814	306.954231	289.232512	293.998171
32.0	16.0	4.0	20.0	32.0	16.0	0.0	281.966080	272.973968	305.474233	289.045632	292.473033
16.0	8.0	4.0	20.0	256.0	48.0	1.0	281.986560	272.995926	273.652476	281.970304	285.960064
16.0	8.0	4.0	24.0	256.0	48.0	1.0	282.021120	279.856386	275.913679	282.078336	285.839982
16.0	16.0	4.0	24.0	32.0	16.0	0.0	282.099200	261.935836	268.723704	282.172928	290.520283
16.0	8.0	4.0	16.0	256.0	48.0	0.0	282.159360	272.995926	260.575384	282.013184	284.753042
16.0	8.0	4.0	28.0	32.0	48.0	0.0	282.190080	302.692217	279.191277	284.368128	284.413038
16.0	8.0	4.0	20.0	256.0	48.0	0.0	282.282240	272.995926	268.391917	282.088576	284.779941
16.0	8.0	4.0	28.0	256.0	48.0	0.0	282.297600	279.856386	269.657619	282.395392	284.844800
16.0	8.0	4.0	16.0	128.0	48.0	0.0	282.672640	274.061170	287.772710	281.555712	284.288786
16.0	8.0	4.0	28.0	128.0	48.0	1.0	282.726400	288.069853	299.804642	281.839744	286.338523
16.0	8.0	4.0	32.0	128.0	48.0	1.0	282.732800	287.057902	303.320526	282.011264	287.301376
16.0	8.0	4.0	16.0	128.0	48.0	1.0	282.752000	274.061170	289.898137	281.409664	286.296009
16.0	8.0	4.0	20.0	128.0	48.0	0.0	282.762240	281.209394	296.610418	281.631104	284.324096
16.0	8.0	4.0	32.0	128.0	48.0	0.0	282.786560	287.057902	299.690283	282.073472	285.325659
16.0	8.0	4.0	28.0	256.0	48.0	1.0	282.796800	279.856386	276.422996	282.302080	285.935817
16.0	8.0	4.0	32.0	32.0	48.0	1.0	282.841600	301.680266	283.284107	284.327424	285.627922
16.0	8.0	4.0	20.0	128.0	48.0	1.0	282.858240	281.209394	298.735845	281.507968	286.356498
