dummy	"KRR"		"GBRT"	"Random Forest"	"KCCA"	"Optimal"
Simple	684.4274	303.2128	302.9823	275.5940	275.30368
Hypterm	6927.8448	4205.2489	4088.5444	3723.5620	3711.36384
